Id,Label,department,type,type2,posid,rankint,ranktrad,location,trsl,indegree,outdegree,Degree,weighted indegree,weighted outdegree,Weighted Degree,Eccentricity,closnesscentrality,harmonicclosnesscentrality,betweenesscentrality,pageranks,modularity_class,eigencentrality,clustering
856,公爵,封典,Honorific,Performance,NA,,NA,Court,NA,1,4,5,1,4,5,2,"0,666667","0,75","19891,444853","0,000275",5,"0,014937",0
1258,侯爵,封典,Honorific,Performance,NA,,NA,Court,NA,1,4,5,1,4,5,2,"0,666667","0,75",19887,"0,000073",5,"0,002642",0
1259,公爵,封典,Honorific,Performance,NA,,NA,Court,NA,1,4,5,1,4,5,2,"0,666667","0,75",19887,"0,000073",5,"0,002642",0
1214,王爵,封典,Honorific,Performance,NA,,NA,Court,NA,1,3,4,1,3,4,2,"0,636364","0,714286","17096,659804","0,000226",5,"0,020815",0
854,王爵,封典,Honorific,Performance,NA,,NA,Court,NA,1,3,4,1,3,4,2,"0,636364","0,714286","17050,444853","0,000275",5,"0,014937",0
1257,王爵,封典,Honorific,Performance,NA,,NA,Court,NA,1,3,4,1,3,4,2,"0,636364","0,714286",17046,"0,000073",5,"0,002642",0
428,予告,大計,Performance,NA,NA,,NA,provinces,NA,1,4,5,1,6,7,17,"0,110678","0,126454","10158,101632","0,000869",5,"0,031439","0,166667"
2098,開氣袍,特恩,Honorific,Performance,NA,,NA,Court,NA,1,3,4,1,3,4,1,1,1,"5701,386601","0,000098",5,"0,002617","0,166667"
2172,團龍褂,特恩,Honorific,Performance,NA,,NA,Court,NA,1,2,3,1,2,3,2,"0,75","0,833333","5701,386601","0,000098",5,"0,002617","0,166667"
2209,開氣袍,特恩,Honorific,Performance,NA,,NA,Court,NA,1,3,4,1,3,4,1,1,1,"5701,386601","0,000098",5,"0,002617","0,166667"
2283,團龍褂,特恩,Honorific,Performance,NA,,NA,Court,NA,1,2,3,1,2,3,2,"0,75","0,833333","5701,386601","0,000098",5,"0,002617","0,166667"
2069,開氣袍,特恩,Honorific,Performance,NA,,NA,Court,NA,1,3,4,1,3,4,1,1,1,"5685,981618","0,000109",5,"0,00225","0,166667"
2143,團龍褂,特恩,Honorific,Performance,NA,,NA,Court,NA,1,2,3,1,2,3,2,"0,75","0,833333","5685,981618","0,000109",5,"0,00225","0,166667"
2180,開氣袍,特恩,Honorific,Performance,NA,,NA,Court,NA,1,3,4,1,3,4,1,1,1,"5685,981618","0,000109",5,"0,00225","0,166667"
2254,團龍褂,特恩,Honorific,Performance,NA,,NA,Court,NA,1,2,3,1,2,3,2,"0,75","0,833333","5685,981618","0,000109",5,"0,00225","0,166667"
2104,開氣袍,特恩,Honorific,Performance,NA,,NA,Court,NA,1,3,4,1,3,4,1,1,1,"5684,5","0,000065",5,"0,00141","0,166667"
2178,團龍褂,特恩,Honorific,Performance,NA,,NA,Court,NA,1,2,3,1,2,3,2,"0,75","0,833333","5684,5","0,000065",5,"0,00141","0,166667"
2215,開氣袍,特恩,Honorific,Performance,NA,,NA,Court,NA,1,3,4,1,3,4,1,1,1,"5684,5","0,000065",5,"0,00141","0,166667"
2289,團龍褂,特恩,Honorific,Performance,NA,,NA,Court,NA,1,2,3,1,2,3,2,"0,75","0,833333","5684,5","0,000065",5,"0,00141","0,166667"
1765,雙眼翎,特恩,Honorific,Performance,NA,,NA,Court,NA,1,2,3,1,2,3,1,1,1,"2859,219935","0,000114",5,"0,002617","0,166667"
1802,紫錦墊,特恩,Honorific,Performance,NA,,NA,Court,NA,1,2,3,1,2,3,1,1,1,"2859,219935","0,000114",5,"0,002617","0,166667"
1839,紫錦墊,特恩,Honorific,Performance,NA,,NA,Court,NA,1,2,3,1,2,3,1,1,1,"2859,219935","0,000114",5,"0,002617","0,166667"
1876,雙眼翎,特恩,Honorific,Performance,NA,,NA,Court,NA,1,2,3,1,2,3,1,1,1,"2859,219935","0,000098",5,"0,002617","0,166667"
1913,紫錦墊,特恩,Honorific,Performance,NA,,NA,Court,NA,1,2,3,1,2,3,1,1,1,"2859,219935","0,000098",5,"0,002617","0,166667"
1950,紫錦墊,特恩,Honorific,Performance,NA,,NA,Court,NA,1,2,3,1,2,3,1,1,1,"2859,219935","0,000098",5,"0,002617","0,166667"
1987,雙眼翎,特恩,Honorific,Performance,NA,,NA,Court,NA,1,2,3,1,2,3,1,1,1,"2859,219935","0,000098",5,"0,002617","0,166667"
2024,紫錦墊,特恩,Honorific,Performance,NA,,NA,Court,NA,1,2,3,1,2,3,1,1,1,"2859,219935","0,000098",5,"0,002617","0,166667"
2061,紫錦墊,特恩,Honorific,Performance,NA,,NA,Court,NA,1,2,3,1,2,3,1,1,1,"2859,219935","0,000098",5,"0,002617","0,166667"
1736,雙眼翎,特恩,Honorific,Performance,NA,,NA,Court,NA,1,2,3,1,2,3,1,1,1,"2843,814951","0,000128",5,"0,00225","0,166667"
1773,紫錦墊,特恩,Honorific,Performance,NA,,NA,Court,NA,1,2,3,1,2,3,1,1,1,"2843,814951","0,000128",5,"0,00225","0,166667"
1810,紫錦墊,特恩,Honorific,Performance,NA,,NA,Court,NA,1,2,3,1,2,3,1,1,1,"2843,814951","0,000128",5,"0,00225","0,166667"
1847,雙眼翎,特恩,Honorific,Performance,NA,,NA,Court,NA,1,2,3,1,2,3,1,1,1,"2843,814951","0,000109",5,"0,00225","0,166667"
1884,紫錦墊,特恩,Honorific,Performance,NA,,NA,Court,NA,1,2,3,1,2,3,1,1,1,"2843,814951","0,000109",5,"0,00225","0,166667"
1921,紫錦墊,特恩,Honorific,Performance,NA,,NA,Court,NA,1,2,3,1,2,3,1,1,1,"2843,814951","0,000109",5,"0,00225","0,166667"
1958,雙眼翎,特恩,Honorific,Performance,NA,,NA,Court,NA,1,2,3,1,2,3,1,1,1,"2843,814951","0,000109",5,"0,00225","0,166667"
1995,紫錦墊,特恩,Honorific,Performance,NA,,NA,Court,NA,1,2,3,1,2,3,1,1,1,"2843,814951","0,000109",5,"0,00225","0,166667"
2032,紫錦墊,特恩,Honorific,Performance,NA,,NA,Court,NA,1,2,3,1,2,3,1,1,1,"2843,814951","0,000109",5,"0,00225","0,166667"
4320,三眼翎,特恩,Honorific,Performance,NA,,NA,Court,NA,1,2,3,1,3,4,1,1,1,2843,"0,000096",5,"0,001381","0,333333"
4349,三眼翎,特恩,Honorific,Performance,NA,,NA,Court,NA,1,2,3,1,3,4,1,1,1,2843,"0,000092",5,"0,001397","0,333333"
4355,三眼翎,特恩,Honorific,Performance,NA,,NA,Court,NA,1,2,3,1,3,4,1,1,1,2843,"0,000078",5,"0,00134","0,333333"
4357,三眼翎,特恩,Honorific,Performance,NA,,NA,Court,NA,1,2,3,1,3,4,1,1,1,2843,"0,000096",5,"0,001381","0,333333"
4386,三眼翎,特恩,Honorific,Performance,NA,,NA,Court,NA,1,2,3,1,3,4,1,1,1,2843,"0,000092",5,"0,001397","0,333333"
4392,三眼翎,特恩,Honorific,Performance,NA,,NA,Court,NA,1,2,3,1,3,4,1,1,1,2843,"0,000078",5,"0,00134","0,333333"
1771,雙眼翎,特恩,Honorific,Performance,NA,,NA,Court,NA,1,2,3,1,2,3,1,1,1,"2842,333333","0,00007",5,"0,00141","0,166667"
1808,紫錦墊,特恩,Honorific,Performance,NA,,NA,Court,NA,1,2,3,1,2,3,1,1,1,"2842,333333","0,00007",5,"0,00141","0,166667"
1845,紫錦墊,特恩,Honorific,Performance,NA,,NA,Court,NA,1,2,3,1,2,3,1,1,1,"2842,333333","0,00007",5,"0,00141","0,166667"
1882,雙眼翎,特恩,Honorific,Performance,NA,,NA,Court,NA,1,2,3,1,2,3,1,1,1,"2842,333333","0,000065",5,"0,00141","0,166667"
1919,紫錦墊,特恩,Honorific,Performance,NA,,NA,Court,NA,1,2,3,1,2,3,1,1,1,"2842,333333","0,000065",5,"0,00141","0,166667"
1956,紫錦墊,特恩,Honorific,Performance,NA,,NA,Court,NA,1,2,3,1,2,3,1,1,1,"2842,333333","0,000065",5,"0,00141","0,166667"
1993,雙眼翎,特恩,Honorific,Performance,NA,,NA,Court,NA,1,2,3,1,2,3,1,1,1,"2842,333333","0,000065",5,"0,00141","0,166667"
2030,紫錦墊,特恩,Honorific,Performance,NA,,NA,Court,NA,1,2,3,1,2,3,1,1,1,"2842,333333","0,000065",5,"0,00141","0,166667"
2067,紫錦墊,特恩,Honorific,Performance,NA,,NA,Court,NA,1,2,3,1,2,3,1,1,1,"2842,333333","0,000065",5,"0,00141","0,166667"
2106,伯爵,封典,Honorific,Performance,NA,,NA,Court,NA,1,1,2,1,1,2,1,1,1,2842,"0,000109",5,"0,00225",0
2135,伯爵,封典,Honorific,Performance,NA,,NA,Court,NA,1,1,2,1,1,2,1,1,1,2842,"0,000098",5,"0,002617",0
2141,伯爵,封典,Honorific,Performance,NA,,NA,Court,NA,1,1,2,1,1,2,1,1,1,2842,"0,000065",5,"0,00141",0
2217,子爵,封典,Honorific,Performance,NA,,NA,Court,NA,1,1,2,1,1,2,1,1,1,2842,"0,000109",5,"0,00225",0
2246,子爵,封典,Honorific,Performance,NA,,NA,Court,NA,1,1,2,1,1,2,1,1,1,2842,"0,000098",5,"0,002617",0
2252,子爵,封典,Honorific,Performance,NA,,NA,Court,NA,1,1,2,1,1,2,1,1,1,2842,"0,000065",5,"0,00141",0
799,休致,處分,Performance,NA,NA,,NA,all,NA,1,2,3,1,5,6,17,"0,105985","0,116396","3,481618","0,000073",5,"0,002642",0
323,通奉大夫,品級考,Final,NA,C66-品級考 : P420-通奉大夫,16,2b,all,Final Rank,94,0,94,120,0,120,0,0,0,0,"0,005355",5,"0,129162","0,005834"
3704,王爵,封典,Honorific,Performance,NA,,NA,Court,NA,1,0,1,1,0,1,0,0,0,0,"0,000109",5,"0,00225",0
3733,王爵,封典,Honorific,Performance,NA,,NA,Court,NA,1,0,1,1,0,1,0,0,0,0,"0,000098",5,"0,002617",0
3739,王爵,封典,Honorific,Performance,NA,,NA,Court,NA,1,0,1,1,0,1,0,0,0,0,"0,000065",5,"0,00141",0
3741,公爵,封典,Honorific,Performance,NA,,NA,Court,NA,1,0,1,1,0,1,0,0,0,0,"0,000109",5,"0,00225",0
3770,公爵,封典,Honorific,Performance,NA,,NA,Court,NA,1,0,1,1,0,1,0,0,0,0,"0,000098",5,"0,002617",0
3776,公爵,封典,Honorific,Performance,NA,,NA,Court,NA,1,0,1,1,0,1,0,0,0,0,"0,000065",5,"0,00141",0
3815,侯爵,封典,Honorific,Performance,NA,,NA,Court,NA,1,0,1,1,0,1,0,0,0,0,"0,000142",5,"0,001381",0
3844,侯爵,封典,Honorific,Performance,NA,,NA,Court,NA,1,0,1,1,0,1,0,0,0,0,"0,000133",5,"0,001397",0
3850,侯爵,封典,Honorific,Performance,NA,,NA,Court,NA,1,0,1,1,0,1,0,0,0,0,"0,000105",5,"0,00134",0
3852,伯爵,封典,Honorific,Performance,NA,,NA,Court,NA,1,0,1,1,0,1,0,0,0,0,"0,000109",5,"0,00225",0
3881,伯爵,封典,Honorific,Performance,NA,,NA,Court,NA,1,0,1,1,0,1,0,0,0,0,"0,000098",5,"0,002617",0
3887,伯爵,封典,Honorific,Performance,NA,,NA,Court,NA,1,0,1,1,0,1,0,0,0,0,"0,000065",5,"0,00141",0
3889,伯爵,封典,Honorific,Performance,NA,,NA,Court,NA,1,0,1,1,0,1,0,0,0,0,"0,000142",5,"0,001381",0
3918,伯爵,封典,Honorific,Performance,NA,,NA,Court,NA,1,0,1,1,0,1,0,0,0,0,"0,000133",5,"0,001397",0
3924,伯爵,封典,Honorific,Performance,NA,,NA,Court,NA,1,0,1,1,0,1,0,0,0,0,"0,000105",5,"0,00134",0
3926,子爵,封典,Honorific,Performance,NA,,NA,Court,NA,1,0,1,1,0,1,0,0,0,0,"0,000109",5,"0,00225",0
3955,子爵,封典,Honorific,Performance,NA,,NA,Court,NA,1,0,1,1,0,1,0,0,0,0,"0,000098",5,"0,002617",0
3961,子爵,封典,Honorific,Performance,NA,,NA,Court,NA,1,0,1,1,0,1,0,0,0,0,"0,000065",5,"0,00141",0
4209,紫錦墊,特恩,Honorific,Performance,NA,,NA,Court,NA,1,1,2,1,1,2,1,1,1,0,"0,000104",5,"0,001381","0,5"
4238,紫錦墊,特恩,Honorific,Performance,NA,,NA,Court,NA,1,1,2,1,1,2,1,1,1,0,"0,000098",5,"0,001397","0,5"
4244,紫錦墊,特恩,Honorific,Performance,NA,,NA,Court,NA,1,1,2,1,1,2,1,1,1,0,"0,00008",5,"0,00134","0,5"
4246,紫錦墊,特恩,Honorific,Performance,NA,,NA,Court,NA,1,1,2,1,1,2,1,1,1,0,"0,000096",5,"0,001381","0,5"
4275,紫錦墊,特恩,Honorific,Performance,NA,,NA,Court,NA,1,1,2,1,1,2,1,1,1,0,"0,000092",5,"0,001397","0,5"
4281,紫錦墊,特恩,Honorific,Performance,NA,,NA,Court,NA,1,1,2,1,1,2,1,1,1,0,"0,000078",5,"0,00134","0,5"
4283,紫錦墊,特恩,Honorific,Performance,NA,,NA,Court,NA,1,1,2,1,1,2,1,1,1,0,"0,000096",5,"0,001381","0,5"
4312,紫錦墊,特恩,Honorific,Performance,NA,,NA,Court,NA,1,1,2,1,1,2,1,1,1,0,"0,000092",5,"0,001397","0,5"
4318,紫錦墊,特恩,Honorific,Performance,NA,,NA,Court,NA,1,1,2,1,1,2,1,1,1,0,"0,000078",5,"0,00134","0,5"
4394,團龍褂,特恩,Honorific,Performance,NA,,NA,Court,NA,1,1,2,1,1,2,1,1,1,0,"0,000081",5,"0,001381","0,5"
4423,團龍褂,特恩,Honorific,Performance,NA,,NA,Court,NA,1,1,2,1,1,2,1,1,1,0,"0,000078",5,"0,001397","0,5"
4429,團龍褂,特恩,Honorific,Performance,NA,,NA,Court,NA,1,1,2,1,1,2,1,1,1,0,"0,000068",5,"0,00134","0,5"
4431,團龍褂,特恩,Honorific,Performance,NA,,NA,Court,NA,1,1,2,1,1,2,1,1,1,0,"0,000081",5,"0,001381","0,5"
4460,團龍褂,特恩,Honorific,Performance,NA,,NA,Court,NA,1,1,2,1,1,2,1,1,1,0,"0,000078",5,"0,001397","0,5"
4466,團龍褂,特恩,Honorific,Performance,NA,,NA,Court,NA,1,1,2,1,1,2,1,1,1,0,"0,000068",5,"0,00134","0,5"
4468,團龍褂,特恩,Honorific,Performance,NA,,NA,Court,NA,1,1,2,1,1,2,1,1,1,0,"0,000081",5,"0,001381","0,5"
4497,團龍褂,特恩,Honorific,Performance,NA,,NA,Court,NA,1,1,2,1,1,2,1,1,1,0,"0,000078",5,"0,001397","0,5"
4503,團龍褂,特恩,Honorific,Performance,NA,,NA,Court,NA,1,1,2,1,1,2,1,1,1,0,"0,000068",5,"0,00134","0,5"
4505,團龍褂,特恩,Honorific,Performance,NA,,NA,Court,NA,1,1,2,1,1,2,1,1,1,0,"0,000081",5,"0,001381","0,5"
4534,團龍褂,特恩,Honorific,Performance,NA,,NA,Court,NA,1,1,2,1,1,2,1,1,1,0,"0,000078",5,"0,001397","0,5"
4540,團龍褂,特恩,Honorific,Performance,NA,,NA,Court,NA,1,1,2,1,1,2,1,1,1,0,"0,000068",5,"0,00134","0,5"
4549,開氣袍,特恩,Honorific,Performance,NA,,NA,Court,NA,1,1,2,1,1,2,1,1,1,0,"0,000104",5,"0,001381","0,5"
4578,開氣袍,特恩,Honorific,Performance,NA,,NA,Court,NA,1,1,2,1,1,2,1,1,1,0,"0,000098",5,"0,001397","0,5"
4584,開氣袍,特恩,Honorific,Performance,NA,,NA,Court,NA,1,1,2,1,1,2,1,1,1,0,"0,00008",5,"0,00134","0,5"
4586,開氣袍,特恩,Honorific,Performance,NA,,NA,Court,NA,1,1,2,1,1,2,1,1,1,0,"0,000104",5,"0,001381","0,5"
4615,開氣袍,特恩,Honorific,Performance,NA,,NA,Court,NA,1,1,2,1,1,2,1,1,1,0,"0,000098",5,"0,001397","0,5"
4621,開氣袍,特恩,Honorific,Performance,NA,,NA,Court,NA,1,1,2,1,1,2,1,1,1,0,"0,00008",5,"0,00134","0,5"
4623,開氣袍,特恩,Honorific,Performance,NA,,NA,Court,NA,1,1,2,1,1,2,1,1,1,0,"0,000096",5,"0,001381","0,5"
4652,開氣袍,特恩,Honorific,Performance,NA,,NA,Court,NA,1,1,2,1,1,2,1,1,1,0,"0,000092",5,"0,001397","0,5"
4658,開氣袍,特恩,Honorific,Performance,NA,,NA,Court,NA,1,1,2,1,1,2,1,1,1,0,"0,000078",5,"0,00134","0,5"
4660,開氣袍,特恩,Honorific,Performance,NA,,NA,Court,NA,1,1,2,1,1,2,1,1,1,0,"0,000096",5,"0,001381","0,5"
4689,開氣袍,特恩,Honorific,Performance,NA,,NA,Court,NA,1,1,2,1,1,2,1,1,1,0,"0,000092",5,"0,001397","0,5"
4695,開氣袍,特恩,Honorific,Performance,NA,,NA,Court,NA,1,1,2,1,1,2,1,1,1,0,"0,000078",5,"0,00134","0,5"
4697,開氣袍,特恩,Honorific,Performance,NA,,NA,Court,NA,1,1,2,1,1,2,1,1,1,0,"0,000096",5,"0,001381","0,5"
4726,開氣袍,特恩,Honorific,Performance,NA,,NA,Court,NA,1,1,2,1,1,2,1,1,1,0,"0,000092",5,"0,001397","0,5"
4732,開氣袍,特恩,Honorific,Performance,NA,,NA,Court,NA,1,1,2,1,1,2,1,1,1,0,"0,000078",5,"0,00134","0,5"
4734,開氣袍,特恩,Honorific,Performance,NA,,NA,Court,NA,1,1,2,1,1,2,1,1,1,0,"0,000096",5,"0,001381","0,5"
4763,開氣袍,特恩,Honorific,Performance,NA,,NA,Court,NA,1,1,2,1,1,2,1,1,1,0,"0,000092",5,"0,001397","0,5"
4769,開氣袍,特恩,Honorific,Performance,NA,,NA,Court,NA,1,1,2,1,1,2,1,1,1,0,"0,000078",5,"0,00134","0,5"
4905,寶石頂,特恩,Honorific,Performance,NA,,NA,Court,NA,1,1,2,1,4,5,1,1,1,0,"0,000091",5,"0,001339","0,5"
4934,寶石頂,特恩,Honorific,Performance,NA,,NA,Court,NA,1,1,2,1,4,5,1,1,1,0,"0,000089",5,"0,00134","0,5"
4940,寶石頂,特恩,Honorific,Performance,NA,,NA,Court,NA,1,1,2,1,4,5,1,1,1,0,"0,000083",5,"0,001338","0,5"
4942,寶石頂,特恩,Honorific,Performance,NA,,NA,Court,NA,1,1,2,1,4,5,1,1,1,0,"0,000091",5,"0,001339","0,5"
4971,寶石頂,特恩,Honorific,Performance,NA,,NA,Court,NA,1,1,2,1,4,5,1,1,1,0,"0,000089",5,"0,00134","0,5"
4977,寶石頂,特恩,Honorific,Performance,NA,,NA,Court,NA,1,1,2,1,4,5,1,1,1,0,"0,000083",5,"0,001338","0,5"
1260,男爵,封典,Honorific,Performance,NA,,NA,Court,NA,1,4,5,1,4,5,3,"0,588235","0,683333",25569,"0,000118",6,"0,004131",0
1261,子爵,封典,Honorific,Performance,NA,,NA,Court,NA,1,4,5,1,4,5,3,"0,588235","0,683333",25569,"0,000118",6,"0,004131",0
1264,侯爵,封典,Honorific,Performance,NA,,NA,Court,NA,1,4,5,1,4,5,2,"0,666667","0,75",19887,"0,000118",6,"0,004131",0
1265,公爵,封典,Honorific,Performance,NA,,NA,Court,NA,1,4,5,1,4,5,2,"0,666667","0,75",19887,"0,000118",6,"0,004131",0
1263,王爵,封典,Honorific,Performance,NA,,NA,Court,NA,1,3,4,1,3,4,2,"0,636364","0,714286",17046,"0,000118",6,"0,004131",0
2105,開氣袍,特恩,Honorific,Performance,NA,,NA,Court,NA,1,3,4,1,3,4,1,1,1,"5684,5","0,000075",6,"0,001486","0,166667"
2179,團龍褂,特恩,Honorific,Performance,NA,,NA,Court,NA,1,2,3,1,2,3,2,"0,75","0,833333","5684,5","0,000075",6,"0,001486","0,166667"
2216,開氣袍,特恩,Honorific,Performance,NA,,NA,Court,NA,1,3,4,1,3,4,1,1,1,"5684,5","0,000075",6,"0,001486","0,166667"
2290,團龍褂,特恩,Honorific,Performance,NA,,NA,Court,NA,1,2,3,1,2,3,2,"0,75","0,833333","5684,5","0,000075",6,"0,001486","0,166667"
4356,三眼翎,特恩,Honorific,Performance,NA,,NA,Court,NA,1,2,3,1,3,4,1,1,1,2843,"0,000082",6,"0,001344","0,333333"
4393,三眼翎,特恩,Honorific,Performance,NA,,NA,Court,NA,1,2,3,1,3,4,1,1,1,2843,"0,000082",6,"0,001344","0,333333"
1772,雙眼翎,特恩,Honorific,Performance,NA,,NA,Court,NA,1,2,3,1,2,3,1,1,1,"2842,333333","0,000084",6,"0,001486","0,166667"
1809,紫錦墊,特恩,Honorific,Performance,NA,,NA,Court,NA,1,2,3,1,2,3,1,1,1,"2842,333333","0,000084",6,"0,001486","0,166667"
1846,紫錦墊,特恩,Honorific,Performance,NA,,NA,Court,NA,1,2,3,1,2,3,1,1,1,"2842,333333","0,000084",6,"0,001486","0,166667"
1883,雙眼翎,特恩,Honorific,Performance,NA,,NA,Court,NA,1,2,3,1,2,3,1,1,1,"2842,333333","0,000075",6,"0,001486","0,166667"
1920,紫錦墊,特恩,Honorific,Performance,NA,,NA,Court,NA,1,2,3,1,2,3,1,1,1,"2842,333333","0,000075",6,"0,001486","0,166667"
1957,紫錦墊,特恩,Honorific,Performance,NA,,NA,Court,NA,1,2,3,1,2,3,1,1,1,"2842,333333","0,000075",6,"0,001486","0,166667"
1994,雙眼翎,特恩,Honorific,Performance,NA,,NA,Court,NA,1,2,3,1,2,3,1,1,1,"2842,333333","0,000075",6,"0,001486","0,166667"
2031,紫錦墊,特恩,Honorific,Performance,NA,,NA,Court,NA,1,2,3,1,2,3,1,1,1,"2842,333333","0,000075",6,"0,001486","0,166667"
2068,紫錦墊,特恩,Honorific,Performance,NA,,NA,Court,NA,1,2,3,1,2,3,1,1,1,"2842,333333","0,000075",6,"0,001486","0,166667"
2142,伯爵,封典,Honorific,Performance,NA,,NA,Court,NA,1,1,2,1,1,2,1,1,1,2842,"0,000075",6,"0,001486",0
2253,子爵,封典,Honorific,Performance,NA,,NA,Court,NA,1,1,2,1,1,2,1,1,1,2842,"0,000075",6,"0,001486",0
802,休致,處分,Performance,NA,NA,,NA,all,NA,1,2,3,1,5,6,18,"0,098398","0,107136","947,666667","0,000118",6,"0,004131",0
324,通議大夫,品級考,Final,NA,C66-品級考 : P421-通議大夫,15,3a,all,Final Rank,33,0,33,41,0,41,0,0,0,0,"0,001797",6,"0,044531","0,016098"
3740,王爵,封典,Honorific,Performance,NA,,NA,Court,NA,1,0,1,1,0,1,0,0,0,0,"0,000075",6,"0,001486",0
3777,公爵,封典,Honorific,Performance,NA,,NA,Court,NA,1,0,1,1,0,1,0,0,0,0,"0,000075",6,"0,001486",0
3851,侯爵,封典,Honorific,Performance,NA,,NA,Court,NA,1,0,1,1,0,1,0,0,0,0,"0,000114",6,"0,001344",0
3888,伯爵,封典,Honorific,Performance,NA,,NA,Court,NA,1,0,1,1,0,1,0,0,0,0,"0,000075",6,"0,001486",0
3925,伯爵,封典,Honorific,Performance,NA,,NA,Court,NA,1,0,1,1,0,1,0,0,0,0,"0,000114",6,"0,001344",0
3962,子爵,封典,Honorific,Performance,NA,,NA,Court,NA,1,0,1,1,0,1,0,0,0,0,"0,000075",6,"0,001486",0
4245,紫錦墊,特恩,Honorific,Performance,NA,,NA,Court,NA,1,1,2,1,1,2,1,1,1,0,"0,000085",6,"0,001344","0,5"
4282,紫錦墊,特恩,Honorific,Performance,NA,,NA,Court,NA,1,1,2,1,1,2,1,1,1,0,"0,000082",6,"0,001344","0,5"
4319,紫錦墊,特恩,Honorific,Performance,NA,,NA,Court,NA,1,1,2,1,1,2,1,1,1,0,"0,000082",6,"0,001344","0,5"
4430,團龍褂,特恩,Honorific,Performance,NA,,NA,Court,NA,1,1,2,1,1,2,1,1,1,0,"0,000071",6,"0,001344","0,5"
4467,團龍褂,特恩,Honorific,Performance,NA,,NA,Court,NA,1,1,2,1,1,2,1,1,1,0,"0,000071",6,"0,001344","0,5"
4504,團龍褂,特恩,Honorific,Performance,NA,,NA,Court,NA,1,1,2,1,1,2,1,1,1,0,"0,000071",6,"0,001344","0,5"
4541,團龍褂,特恩,Honorific,Performance,NA,,NA,Court,NA,1,1,2,1,1,2,1,1,1,0,"0,000071",6,"0,001344","0,5"
4585,開氣袍,特恩,Honorific,Performance,NA,,NA,Court,NA,1,1,2,1,1,2,1,1,1,0,"0,000085",6,"0,001344","0,5"
4622,開氣袍,特恩,Honorific,Performance,NA,,NA,Court,NA,1,1,2,1,1,2,1,1,1,0,"0,000085",6,"0,001344","0,5"
4659,開氣袍,特恩,Honorific,Performance,NA,,NA,Court,NA,1,1,2,1,1,2,1,1,1,0,"0,000082",6,"0,001344","0,5"
4696,開氣袍,特恩,Honorific,Performance,NA,,NA,Court,NA,1,1,2,1,1,2,1,1,1,0,"0,000082",6,"0,001344","0,5"
4733,開氣袍,特恩,Honorific,Performance,NA,,NA,Court,NA,1,1,2,1,1,2,1,1,1,0,"0,000082",6,"0,001344","0,5"
4770,開氣袍,特恩,Honorific,Performance,NA,,NA,Court,NA,1,1,2,1,1,2,1,1,1,0,"0,000082",6,"0,001344","0,5"
4941,寶石頂,特恩,Honorific,Performance,NA,,NA,Court,NA,1,1,2,1,4,5,1,1,1,0,"0,000085",6,"0,001338","0,5"
4978,寶石頂,特恩,Honorific,Performance,NA,,NA,Court,NA,1,1,2,1,4,5,1,1,1,0,"0,000085",6,"0,001338","0,5"
325,中議大夫,品級考,Final,NA,C66-品級考 : P422-中議大夫,14,3b,all,Final Rank,0,0,0,0,0,0,0,0,0,0,"0,00005",7,0,0
109,按察使,按察司,Ranked,NA,C22-按察司 : P140-按察使,15,3a,provinces,Provincial Surveillance Commissioner,83,8,91,106,8,114,16,"0,124425","0,148671","2027776,296405","0,007691",8,"0,339845","0,030695"
238,正卿,太常寺,Ranked,NA,C45-太常寺 : P283-正卿,15,3a,Beijing,Chief Minister of Court of Imperial Sacrifices,66,7,73,70,7,77,17,"0,115417","0,136695","840682,986168","0,005659",8,"0,22592","0,026157"
121,運使,鹽院,Ranked,NA,C24-鹽院 : P153-運使,14,3b,provinces,Provincial Salt Controller,23,6,29,44,7,51,16,"0,129061","0,140498","604833,851447","0,004291",8,"0,25762","0,096667"
115,布政使,布政司,Ranked,NA,C23-布政司 : P146-布政使,16,2b,provinces,Provincial Administration Commissioner,53,13,66,60,13,73,16,"0,127998","0,15042","551813,535697","0,003431",8,"0,130622","0,03021"
447,革留,處分,Performance,NA,NA,,NA,all,NA,1,4,5,1,7,8,17,"0,129175","0,13601","335637,831651","0,000659",8,"0,019998","0,25"
1611,嚴議,處分,Performance,NA,NA,,NA,all,NA,1,2,3,1,3,4,17,"0,138401","0,146468","329655,438974","0,00019",8,"0,00232","0,5"
4852,軍臺,處分,Performance,NA,NA,,NA,all,NA,1,4,5,1,5,6,16,"0,152143","0,164107","329505,063216","0,000131",8,"0,001377","0,15"
426,加級,大計,Performance,NA,NA,,NA,provinces,NA,51,5,56,52,6,58,16,"0,122067","0,144573","196029,204869","0,003623",8,"0,139757","0,049832"
424,加級,大計,Performance,NA,NA,,NA,provinces,NA,3,5,8,5,6,11,17,"0,125486","0,145714","123130,663568","0,001191",8,"0,064773","0,357143"
469,太子少保,宮銜,Ranked,Honorific,NA,17,2a,Court,NA,14,11,25,17,12,29,7,"0,223353","0,262805","106235,170374","0,000826",8,"0,04466","0,036667"
844,三品至五品軍功,軍功,Performance,NA,NA,,NA,all,NA,1,6,7,1,6,7,16,"0,118077","0,132775","84161,669524","0,000993",8,"0,058102",0
436,加級,大計,Performance,NA,NA,,NA,provinces,NA,27,5,32,29,6,35,16,"0,127375","0,14993","81306,35583","0,001705",8,"0,068525","0,080645"
