Id,Label,department,type,type2,posid,rankint,ranktrad,location,trsl,indegree,outdegree,Degree,weighted indegree,weighted outdegree,Weighted Degree,Eccentricity,closnesscentrality,harmonicclosnesscentrality,betweenesscentrality,pageranks,modularity_class,eigencentrality,clustering
141,巡撫,撫院,Ranked,NA,C27-撫院 : P173-巡撫,17,2a,provinces,Provincial Governor,54,14,68,76,14,90,15,"0,132196","0,152233","1017644,879111","0,002532",0,"0,137165","0,018648"
299,檢討,翰林院,Ranked,NA,C56-翰林院 : P347-檢討,6,7b,Court,Examining Editor of Hanlin Academy,16,8,24,19,8,27,15,"0,124251","0,141441","1003406,962786","0,000502",0,"0,044983","0,05848"
175,右侍郎,禮部,Ranked,NA,C35-禮部 : P215-右侍郎,17,2a,Beijing,Right Vice Minister of Rites,54,13,67,64,13,77,18,"0,107896","0,128685","700961,915837","0,002229",0,"0,140739","0,03497"
306,內閣學士,內閣,Ranked,NA,C57-內閣 : P354-內閣學士,16,2b,Court,Academician Of Grand Secretariat,69,13,82,73,13,86,13,"0,131109","0,151739","476117,396278","0,002686",0,"0,191368","0,032301"
173,尚書,禮部,Ranked,NA,C35-禮部 : P213-尚書,18,1b,Beijing,Minister of Rites,42,15,57,63,15,78,17,"0,10941","0,122831","373750,766499","0,001212",0,"0,094722","0,052411"
467,革留,處分,Performance,NA,NA,,NA,all,NA,1,4,5,1,7,8,16,"0,133893","0,143975","366698,721201","0,000204",0,"0,015647","0,25"
214,司業,國子監,Ranked,NA,C41-國子監 : P259-司業,9,6a,Beijing,Director of Studies of Directorate of Education,33,7,40,39,7,46,16,"0,115933","0,131486","366093,253158","0,000603",0,"0,055692","0,058321"
1617,嚴議,處分,Performance,NA,NA,,NA,all,NA,1,2,3,1,3,4,16,"0,144606","0,154835","360929,673582","0,000093",0,"0,002293","0,5"
4858,軍臺,處分,Performance,NA,NA,,NA,all,NA,1,4,5,1,5,6,16,"0,15781","0,171017","360874,540248","0,00009",0,"0,001383","0,15"
213,祭酒,國子監,Ranked,NA,C41-國子監 : P258-祭酒,12,4b,Beijing,Chancellor of Directorate of Education,74,8,82,81,8,89,14,"0,122994","0,138779","307004,502036","0,001725",0,"0,15958","0,032132"
290,右贊善,詹事府,Ranked,NA,C55-詹事府 : P336-右贊善,8,6b,Court,Left Admonisher in Left Secretariat of Heir Apparent,17,7,24,25,7,32,16,"0,115939","0,131506","236794,591449","0,000522",0,"0,046096","0,097368"
296,侍講,翰林院,Ranked,NA,C56-翰林院 : P344-侍講,10,5b,Court,Expositor of Hanlin Academy,54,7,61,60,7,67,15,"0,117837","0,131634","215516,874234","0,00101",0,"0,101871","0,029341"
289,左贊善,詹事府,Ranked,NA,C55-詹事府 : P335-左贊善,8,6b,Court,Right Admonisher in Right Secretariat of Heir Apparent,7,7,14,10,7,17,16,"0,115933","0,131486","214914,408922","0,000595",0,"0,052523","0,136364"
295,侍讀,翰林院,Ranked,NA,C56-翰林院 : P343-侍讀,10,5b,Court,Reader of Hanlin Academy,40,7,47,43,7,50,15,"0,117831","0,131584","194276,953172","0,000851",0,"0,083514","0,040698"
284,左庶子,詹事府,Ranked,NA,C55-詹事府 : P330-左庶子,11,5a,Court,Left Mentor of Left Secretariat of Heir Apparent,50,7,57,57,7,64,15,"0,117837","0,131651","162548,179932","0,001258",0,"0,114137","0,044108"
293,侍讀學士,翰林院,Ranked,NA,C56-翰林院 : P341-侍讀學士,12,4b,Court,Reader-in-waiting of Hanlin Academy,49,7,56,54,7,61,14,"0,122769","0,137838","151252,737696","0,001136",0,"0,100014","0,035559"
531,革留,處分,Performance,NA,NA,,NA,all,NA,1,4,5,1,7,8,16,"0,120235","0,129048","145007,289858","0,000119",0,"0,011739","0,25"
4865,軍臺,處分,Performance,NA,NA,,NA,all,NA,1,4,5,1,5,6,14,"0,153913","0,166496","142710,289858","0,000082",0,"0,001371","0,15"
298,編修,翰林院,Ranked,NA,C56-翰林院 : P346-編修,7,7a,Court,Compiler at Hanlin Academy,14,8,22,20,8,28,15,"0,128295","0,145734","141404,727475","0,00041",0,"0,023089","0,065789"
1624,嚴議,處分,Performance,NA,NA,,NA,all,NA,1,2,3,1,3,4,15,"0,135002","0,144671","141020,289858","0,000075",0,"0,002048","0,5"
283,少詹,詹事府,Ranked,NA,C55-詹事府 : P329-少詹,13,4a,Court,Junior Supervisor of Household of Heir Apparent,48,7,55,55,7,62,14,"0,122736","0,137694","130921,943031","0,001939",0,"0,163521","0,053469"
286,洗馬,詹事府,Ranked,NA,C55-詹事府 : P332-洗馬,10,5b,Court,Librarian of Editorial Service in Household of Heir Apparent,60,7,67,71,7,78,16,"0,110494","0,123609","125790,620107","0,001366",0,"0,131427","0,039683"
742,加級,大計,Performance,NA,NA,,NA,provinces,NA,22,5,27,24,6,30,13,"0,130428","0,148036","101801,775175","0,000526",0,"0,044386","0,078462"
533,太子少師,宮銜,Ranked,Honorific,NA,17,2a,Court,NA,33,11,44,37,12,49,8,"0,221321","0,259172","95401,226721","0,000873",0,"0,072738","0,038206"
282,正詹,詹事府,Ranked,NA,C55-詹事府 : P328-正詹,15,3a,Court,Supervisor of Household of Heir Apparent,64,7,71,68,7,75,14,"0,12145","0,139095","93704,894772","0,001971",0,"0,160246","0,042581"
285,右庶子,詹事府,Ranked,NA,C55-詹事府 : P331-右庶子,11,5a,Court,Right Mentor of Right Secretariat of Heir Apparent,34,7,41,40,7,47,15,"0,11787","0,131815","84614,674448","0,000889",0,"0,081019","0,060256"
1193,六品以下軍功,軍功,Performance,NA,NA,,NA,all,NA,1,6,7,1,6,7,16,"0,105699","0,116096","82337,974987","0,000103",0,"0,005794",0
725,加級,大計,Performance,NA,NA,,NA,provinces,NA,23,5,28,25,6,31,13,"0,130346","0,14777","73292,193901","0,000725",0,"0,052887","0,084046"
622,六品以上大考,大考,Performance,NA,NA,,NA,Beijing,NA,1,5,6,1,6,7,15,"0,113546","0,126086","67486,894068","0,000123",0,"0,008281","0,233333"
294,侍講學士,翰林院,Ranked,NA,C56-翰林院 : P342-侍講學士,12,4b,Court,Expositor-in-waiting of Hanlin Academy,19,7,26,23,7,30,15,"0,115548","0,12984","63609,947193","0,000587",0,"0,050595","0,088933"
288,右中允,詹事府,Ranked,NA,C55-詹事府 : P334-右中允,9,6a,Court,Right Companion in Right Secretariat of Heir Apparent,21,7,28,24,7,31,15,"0,116324","0,132034","62326,844827","0,000371",0,"0,033676","0,075499"
757,六品以下京察,京察,Performance,NA,NA,,NA,Beijing,NA,1,6,7,1,7,8,16,"0,119513","0,133744","59858,543274","0,000103",0,"0,005794","0,1"
297,修撰,翰林院,Ranked,NA,C56-翰林院 : P345-修撰,8,6b,Court,Senior Compiler of Hanlin Academy,4,7,11,7,7,14,16,"0,116335","0,131029","57372,955132","0,00018",0,"0,006021","0,1"
541,樂部,禮部,Commission,NA,NA,,NA,Beijing,NA,29,5,34,31,6,37,18,"0,107711","0,126284","50594,146946","0,001004",0,"0,072518","0,072917"
287,左中允,詹事府,Ranked,NA,C55-詹事府 : P333-左中允,9,6a,Court,Left Companion in Left Secretariat of Heir Apparent,9,7,16,13,7,20,16,"0,110504","0,123669","37506,808562","0,000234",0,"0,017528","0,126374"
1016,一品二品軍功,軍功,Performance,NA,NA,,NA,all,NA,1,6,7,1,6,7,19,"0,098279","0,113224","32724,346369","0,000196",0,"0,015912",0
3197,保陞,大計,Performance,NA,NA,,NA,provinces,NA,1,5,6,1,5,6,15,"0,113621","0,126665","31975,382014","0,000064",0,"0,001628","0,2"
3063,內記名,大計,Performance,NA,NA,,NA,provinces,NA,1,4,5,1,5,6,15,"0,113512","0,12596","31969,865348","0,000064",0,"0,001628","0,2"
542,欽差大臣,欽差,Commission,NA,NA,,NA,provinces,NA,1,5,6,1,5,6,18,"0,107711","0,126284","31899,845336","0,000196",0,"0,015912","0,25"
1189,三品至五品軍功,軍功,Performance,NA,NA,,NA,all,NA,1,6,7,1,6,7,14,"0,116335","0,129686","27681,044885","0,000153",0,"0,010891",0
767,軍機處,內廷,Commission,NA,NA,,NA,Beijing,NA,27,4,31,28,4,32,14,"0,124884","0,142923","27322,063234","0,000871",0,"0,071151","0,070115"
748,六品以上大考,大考,Performance,NA,NA,,NA,Beijing,NA,1,5,6,1,6,7,14,"0,122912","0,137994","26656,132175","0,000153",0,"0,010891","0,333333"
755,七品以下大考,大考,Performance,NA,NA,,NA,Beijing,NA,1,6,7,1,6,7,15,"0,125711","0,141378","26583,814763","0,000093",0,"0,004142","0,02381"
1092,六品以下軍功,軍功,Performance,NA,NA,,NA,all,NA,1,6,7,1,6,7,15,"0,109642","0,120498","25822,404143","0,000123",0,"0,008281",0
1091,三品至五品軍功,軍功,Performance,NA,NA,,NA,all,NA,1,6,7,1,6,7,14,"0,114495","0,12813","24906,533567","0,000233",0,"0,0193",0
1179,三品至五品軍功,軍功,Performance,NA,NA,,NA,all,NA,1,6,7,1,6,7,14,"0,116166","0,129369","23121,441698","0,000158",0,"0,010029",0
1176,三品至五品軍功,軍功,Performance,NA,NA,,NA,all,NA,1,6,7,1,6,7,15,"0,113097","0,127942","21904,336093","0,000289",0,"0,018325",0
1178,三品至五品軍功,軍功,Performance,NA,NA,,NA,all,NA,1,6,7,1,6,7,14,"0,116012","0,129067","21889,67549","0,000203",0,"0,013841",0
740,六品以上大考,大考,Performance,NA,NA,,NA,Beijing,NA,1,5,6,1,6,7,16,"0,107767","0,120368","21710,068227","0,000113",0,"0,005997","0,266667"
1188,三品至五品軍功,軍功,Performance,NA,NA,,NA,all,NA,1,6,7,1,6,7,14,"0,114532","0,128191","21025,432396","0,000121",0,"0,00652",0
1190,三品至五品軍功,軍功,Performance,NA,NA,,NA,all,NA,1,6,7,1,6,7,15,"0,108833","0,121642","20740,215876","0,000173",0,"0,013501",0
1184,六品以下軍功,軍功,Performance,NA,NA,,NA,all,NA,1,6,7,1,6,7,16,"0,102177","0,111758","20600,59747","0,000113",0,"0,005997",0
1187,三品至五品軍功,軍功,Performance,NA,NA,,NA,all,NA,1,6,7,1,6,7,15,"0,115435","0,130663","19948,794616","0,000188",0,"0,012849",0
1217,一品二品軍功,軍功,Performance,NA,NA,,NA,all,NA,1,6,7,1,6,7,16,"0,114746","0,130869","19925,297457","0,000226",0,"0,020815",0
758,方略館,兼銜,Commission,NA,NA,,NA,Beijing,NA,4,4,8,6,6,12,16,"0,112379","0,126044","19652,966025","0,000138",0,"0,009835","0,404762"
759,實錄館,兼銜,Commission,NA,NA,,NA,Beijing,NA,1,4,5,1,6,7,16,"0,112379","0,126044","19621,132483","0,000103",0,"0,005794","0,583333"
1180,三品至五品軍功,軍功,Performance,NA,NA,,NA,all,NA,1,6,7,1,6,7,15,"0,10969","0,120751","19475,666474","0,000216",0,"0,016073",0
722,掌院學士,翰林院,Commission,NA,NA,,NA,Beijing,NA,23,5,28,25,5,30,15,"0,112496","0,127241","19238,946442","0,000834",0,"0,059611","0,069801"
1182,六品以下軍功,軍功,Performance,NA,NA,,NA,all,NA,1,6,7,1,6,7,15,"0,109777","0,120609","18459,087676","0,000095",0,"0,005589",0
1177,三品至五品軍功,軍功,Performance,NA,NA,,NA,all,NA,1,6,7,1,6,7,15,"0,115398","0,130577","18182,442462","0,000285",0,"0,016922",0
1181,六品以下軍功,軍功,Performance,NA,NA,,NA,all,NA,1,6,7,1,6,7,15,"0,109642","0,120498","18041,987728","0,000078",0,"0,003226",0
532,會試總裁,會試,Commission,NA,NA,,NA,Beijing,NA,1,6,7,1,6,7,18,"0,099851","0,113444","17992,488897","0,000119",0,"0,011739","0,366667"
731,大計,大計,Performance,NA,NA,,NA,provinces,NA,1,7,8,1,7,8,15,"0,113257","0,124887","17787,581564","0,000216",0,"0,016073","0,119048"
1183,六品以下軍功,軍功,Performance,NA,NA,,NA,all,NA,1,6,7,1,6,7,15,"0,109608","0,120413","17693,874415","0,000122",0,"0,005464",0
1192,六品以下軍功,軍功,Performance,NA,NA,,NA,all,NA,1,6,7,1,6,7,15,"0,106098","0,116406","17469,973348","0,000093",0,"0,004142",0
1009,一品二品軍功,軍功,Performance,NA,NA,,NA,all,NA,1,6,7,1,6,7,19,"0,093134","0,105336",17384,"0,000071",0,"0,003135",0
1191,六品以下軍功,軍功,Performance,NA,NA,,NA,all,NA,1,6,7,1,6,7,15,"0,106098","0,116406","17378,61592","0,000072",0,"0,001958",0
1194,六品以下軍功,軍功,Performance,NA,NA,,NA,all,NA,1,6,7,1,6,7,16,"0,107592","0,118917","17238,076764","0,000061",0,"0,001841",0
1704,太子太保,宮銜,Ranked,Honorific,NA,18,1b,Court,NA,2,8,10,2,9,11,7,"0,21547","0,243664","17196,25","0,000135",0,"0,011936","0,066667"
999,王爵,封典,Honorific,Performance,NA,,NA,Court,NA,1,3,4,1,3,4,2,"0,666667","0,75",17046,"0,000119",0,"0,011739",0
754,六品以下京察,京察,Performance,NA,NA,,NA,Beijing,NA,1,6,7,1,7,8,16,"0,12086","0,135133","16104,998758","0,000093",0,"0,004142","0,1"
746,加級,大計,Performance,NA,NA,,NA,provinces,NA,13,5,18,14,6,20,14,"0,119427","0,134175","12543,430534","0,000306",0,"0,024637","0,121324"
750,六品以上大考,大考,Performance,NA,NA,,NA,Beijing,NA,1,5,6,1,6,7,15,"0,115648","0,129929","11616,032276","0,000173",0,"0,013501","0,3"
623,學政,學院,Commission,NA,NA,,NA,provinces,NA,1,6,7,1,6,7,16,"0,110516","0,123512","11592,092585","0,000123",0,"0,008281","0,333333"
2373,世襲,特恩,Honorific,Performance,NA,,NA,Court,NA,1,3,4,1,5,6,9,"0,251643","0,275188","7997,173185","0,000078",0,"0,002306","0,083333"
2585,花翎,特恩,Honorific,Performance,NA,,NA,Court,NA,1,5,6,1,5,6,14,"0,128018","0,147124","7819,153586","0,000072",0,"0,001999","0,233333"
535,南書房,內廷,Commission,NA,NA,,NA,Beijing,NA,21,5,26,25,5,30,9,"0,217788","0,245392","7683,89513","0,000578",0,"0,050323","0,1"
766,學政,學院,Commission,NA,NA,,NA,provinces,NA,1,6,7,1,6,7,14,"0,12887","0,148165","7671,962686","0,000226",0,"0,020815","0,333333"
745,六品以上大考,大考,Performance,NA,NA,,NA,Beijing,NA,1,4,5,1,5,6,14,"0,115038","0,130152","7667,711118","0,000121",0,"0,00652","0,3"
2549,花翎,特恩,Honorific,Performance,NA,,NA,Court,NA,1,5,6,1,5,6,14,"0,126192","0,146229","7623,94668","0,000083",0,"0,002574","0,233333"
728,學政,學院,Commission,NA,NA,,NA,provinces,NA,1,6,7,1,6,7,14,"0,122181","0,135636","7608,147429","0,000203",0,"0,013841","0,3"
741,會試同考,會試,Commission,NA,NA,,NA,Beijing,NA,1,6,7,1,6,7,16,"0,110492","0,123287","7586,773116","0,000113",0,"0,005997","0,466667"
743,六品以上大考,大考,Performance,NA,NA,,NA,Beijing,NA,1,4,5,1,5,6,14,"0,118392","0,135387","7120,99245","0,000188",0,"0,012849","0,3"
729,六品以上大考,大考,Performance,NA,NA,,NA,Beijing,NA,1,5,6,1,6,7,14,"0,119498","0,134246","6597,927247","0,000158",0,"0,010029","0,366667"
727,六品以上大考,大考,Performance,NA,NA,,NA,Beijing,NA,1,5,6,1,6,7,14,"0,119424","0,133934","6445,684326","0,000203",0,"0,013841","0,3"
2657,保陞,大計,Performance,NA,NA,,NA,provinces,NA,1,5,6,1,5,6,14,"0,127581","0,145348","6348,167015","0,000072",0,"0,001999","0,266667"
730,學政,學院,Commission,NA,NA,,NA,provinces,NA,1,6,7,1,6,7,14,"0,122199","0,135739","5979,306155","0,000158",0,"0,010029","0,3"
534,經筵講官,內廷,Commission,NA,NA,,NA,Beijing,NA,1,5,6,1,5,6,9,"0,21813","0,245644",5682,"0,000119",0,"0,011739","0,3"
736,六品以上大考,大考,Performance,NA,NA,,NA,Beijing,NA,1,5,6,1,6,7,14,"0,113827","0,126359","5427,664939","0,000095",0,"0,005589","0,233333"
2586,花翎,特恩,Honorific,Performance,NA,,NA,Court,NA,1,5,6,1,5,6,14,"0,121436","0,138727","5394,218252","0,000074",0,"0,002196","0,3"
2581,花翎,特恩,Honorific,Performance,NA,,NA,Court,NA,1,5,6,1,5,6,14,"0,128021","0,147128","5331,106146","0,000072",0,"0,001924","0,233333"
751,鄉試主考,鄉試,Commission,NA,NA,,NA,provinces,NA,1,6,7,1,6,7,15,"0,113479","0,125649","5309,035503","0,000173",0,"0,013501","0,333333"
2578,花翎,特恩,Honorific,Performance,NA,,NA,Court,NA,1,6,7,1,6,7,18,"0,106067","0,124394","5272,028825","0,000091",0,"0,002475","0,214286"
3154,保陞,大計,Performance,NA,NA,,NA,provinces,NA,1,5,6,1,5,6,14,"0,122781","0,13728","5157,6002","0,000067",0,"0,001838","0,233333"
756,國史館,兼銜,Commission,NA,NA,,NA,Beijing,NA,9,4,13,11,6,17,16,"0,115995","0,130045","5120,714365","0,00019",0,"0,014888","0,219697"
749,武英殿總分校,兼銜,Commission,NA,NA,,NA,Beijing,NA,1,4,5,1,4,5,14,"0,122166","0,135351","5063,499261","0,000153",0,"0,010891","0,416667"
3020,內記名,大計,Performance,NA,NA,,NA,provinces,NA,1,4,5,1,5,6,14,"0,119355","0,133329","5040,327587","0,000067",0,"0,001838","0,25"
765,加級,大計,Performance,NA,NA,,NA,provinces,NA,1,5,6,1,6,7,14,"0,128873","0,149804","4830,185389","0,000226",0,"0,020815","0,3"
2584,花翎,特恩,Honorific,Performance,NA,,NA,Court,NA,1,5,6,1,5,6,14,"0,126199","0,146237","4791,5178","0,000067",0,"0,00168","0,233333"
620,學政,學院,Commission,NA,NA,,NA,provinces,NA,1,6,7,1,6,7,14,"0,119378","0,133433","4751,380721","0,000233",0,"0,0193","0,4"
621,鄉試主考,鄉試,Commission,NA,NA,,NA,provinces,NA,1,6,7,1,6,7,14,"0,119378","0,133433","4751,380721","0,000233",0,"0,0193","0,4"
2929,加銜,大計,Performance,NA,NA,,NA,provinces,NA,1,5,6,1,5,6,16,"0,110514","0,123411","4685,987573","0,000064",0,"0,001628","0,166667"
2580,花翎,特恩,Honorific,Performance,NA,,NA,Court,NA,1,5,6,1,5,6,14,"0,128011","0,147113","4677,685329","0,000079",0,"0,002189","0,233333"
619,加級,大計,Performance,NA,NA,,NA,provinces,NA,9,5,14,9,6,15,14,"0,119562","0,134465","4611,631278","0,000426",0,"0,034931","0,217949"
724,六品以上大考,大考,Performance,NA,NA,,NA,Beijing,NA,1,4,5,1,5,6,14,"0,118251","0,134935","4572,329351","0,000285",0,"0,016922","0,35"
2653,保陞,大計,Performance,NA,NA,,NA,provinces,NA,1,5,6,1,5,6,14,"0,127427","0,144911","4500,718906","0,000072",0,"0,001924","0,266667"
732,加級,大計,Performance,NA,NA,,NA,provinces,NA,10,5,15,12,6,18,15,"0,113588","0,126485","4316,72838","0,000378",0,"0,030676","0,186813"
734,六品以上大考,大考,Performance,NA,NA,,NA,Beijing,NA,1,5,6,1,6,7,15,"0,113515","0,125985","4234,595989","0,000078",0,"0,003226","0,233333"
738,六品以上大考,大考,Performance,NA,NA,,NA,Beijing,NA,1,5,6,1,6,7,15,"0,113512","0,125979","4046,579603","0,000122",0,"0,005464","0,233333"
752,六品以上大考,大考,Performance,NA,NA,,NA,Beijing,NA,1,5,6,1,6,7,15,"0,112224","0,125069","3977,813526","0,000072",0,"0,001958","0,233333"
2652,保陞,大計,Performance,NA,NA,,NA,provinces,NA,1,5,6,1,5,6,14,"0,127418","0,144896","3934,331361","0,000079",0,"0,002189","0,266667"
1429,內記名,大計,Performance,NA,NA,,NA,provinces,NA,1,4,5,1,5,6,14,"0,119012","0,132419","3915,471708","0,000076",0,"0,002349","0,3"
2583,花翎,特恩,Honorific,Performance,NA,,NA,Court,NA,1,5,6,1,5,6,15,"0,124028","0,146117","3592,660694","0,000077",0,"0,002138","0,2"
2356,花翎,特恩,Honorific,Performance,NA,,NA,Court,NA,1,6,7,1,6,7,18,"0,106067","0,124394","3506,741815","0,000082",0,"0,002617","0,214286"
3517,賜第,特恩,Honorific,Performance,NA,,NA,Court,NA,1,3,4,1,3,4,14,"0,118203","0,134576","3489,375402","0,000192",0,"0,007381","0,333333"
721,學政,學院,Commission,NA,NA,,NA,provinces,NA,1,6,7,1,6,7,14,"0,118072","0,134273","3222,610447","0,000289",0,"0,018325","0,366667"
2621,保陞,大計,Performance,NA,NA,,NA,provinces,NA,1,5,6,1,5,6,14,"0,124943","0,143356","3188,351181","0,000083",0,"0,002574","0,233333"
2582,花翎,特恩,Honorific,Performance,NA,,NA,Court,NA,1,5,6,1,5,6,14,"0,119175","0,133468","3160,817813","0,00008",0,"0,002349","0,366667"
739,會試同考,會試,Commission,NA,NA,,NA,Beijing,NA,1,6,7,1,6,7,16,"0,110484","0,123341","3095,92674","0,000122",0,"0,005464","0,433333"
737,學政,學院,Commission,NA,NA,,NA,provinces,NA,1,6,7,1,6,7,15,"0,110841","0,123896","2890,637825","0,000095",0,"0,005589","0,333333"
753,學政,學院,Commission,NA,NA,,NA,provinces,NA,1,5,6,1,6,7,16,"0,108048","0,120923","2872,094587","0,000072",0,"0,001958","0,45"
735,學政,學院,Commission,NA,NA,,NA,provinces,NA,1,6,7,1,6,7,16,"0,105884","0,117611","2861,666667","0,000078",0,"0,003226","0,333333"
1751,雙眼翎,特恩,Honorific,Performance,NA,,NA,Court,NA,1,1,2,1,1,2,1,1,1,2842,"0,000084",0,"0,002048",0
1788,紫錦墊,特恩,Honorific,Performance,NA,,NA,Court,NA,1,1,2,1,1,2,1,1,1,2842,"0,000084",0,"0,002048",0
1825,紫錦墊,特恩,Honorific,Performance,NA,,NA,Court,NA,1,1,2,1,1,2,1,1,1,2842,"0,000084",0,"0,002048",0
895,伯爵,封典,Honorific,Performance,NA,,NA,Court,NA,1,1,2,1,1,2,1,1,1,2841,"0,000204",0,"0,015647",0
998,伯爵,封典,Honorific,Performance,NA,,NA,Court,NA,1,1,2,1,1,2,1,1,1,2841,"0,000119",0,"0,011739",0
1012,伯爵,封典,Honorific,Performance,NA,,NA,Court,NA,1,1,2,1,1,2,1,1,1,2841,"0,000196",0,"0,015912",0
1213,伯爵,封典,Honorific,Performance,NA,,NA,Court,NA,1,1,2,1,1,2,1,1,1,2841,"0,000226",0,"0,020815",0
540,交部,處分,Performance,NA,NA,,NA,all,NA,1,2,3,1,7,8,19,"0,097394","0,110391",2839,"0,000196",0,"0,015912","0,5"
3192,保陞,大計,Performance,NA,NA,,NA,provinces,NA,1,5,6,1,5,6,15,"0,113572","0,126088","2634,834726","0,000066",0,"0,001644","0,266667"
3058,內記名,大計,Performance,NA,NA,,NA,provinces,NA,1,4,5,1,5,6,15,"0,10994","0,121654","2489,957192","0,000066",0,"0,001644","0,25"
2886,加銜,大計,Performance,NA,NA,,NA,provinces,NA,1,5,6,1,5,6,14,"0,122217","0,135763","2433,205758","0,000067",0,"0,001838","0,266667"
2579,花翎,特恩,Honorific,Performance,NA,,NA,Court,NA,1,5,6,1,5,6,15,"0,124031","0,146119","2312,796389","0,00009",0,"0,002324","0,2"
2656,保陞,大計,Performance,NA,NA,,NA,provinces,NA,1,5,6,1,5,6,14,"0,12495","0,143364","2208,751796","0,000067",0,"0,00168","0,233333"
3190,保陞,大計,Performance,NA,NA,,NA,provinces,NA,1,5,6,1,5,6,14,"0,122806","0,137299","1901,145581","0,000063",0,"0,001646","0,233333"
3056,內記名,大計,Performance,NA,NA,,NA,provinces,NA,1,4,5,1,5,6,14,"0,119375","0,133344","1783,289635","0,000063",0,"0,001646","0,25"
3196,保陞,大計,Performance,NA,NA,,NA,provinces,NA,1,5,6,1,5,6,15,"0,113645","0,126691","1727,525346","0,000063",0,"0,00154","0,2"
3062,內記名,大計,Performance,NA,NA,,NA,provinces,NA,1,4,5,1,5,6,15,"0,113536","0,125986","1718,119305","0,000063",0,"0,00154","0,2"
3189,保陞,大計,Performance,NA,NA,,NA,provinces,NA,1,5,6,1,5,6,14,"0,122781","0,13728","1716,991989","0,000061",0,"0,001469","0,233333"
2658,保陞,大計,Performance,NA,NA,,NA,provinces,NA,1,5,6,1,5,6,14,"0,119332","0,133736","1700,318004","0,000074",0,"0,002196","0,333333"
3195,保陞,大計,Performance,NA,NA,,NA,provinces,NA,1,5,6,1,5,6,15,"0,113645","0,126691","1684,938927","0,00006",0,"0,001383","0,2"
3061,內記名,大計,Performance,NA,NA,,NA,provinces,NA,1,4,5,1,5,6,15,"0,113536","0,125986","1675,532886","0,00006",0,"0,001383","0,2"
2655,保陞,大計,Performance,NA,NA,,NA,provinces,NA,1,5,6,1,5,6,15,"0,126936","0,147233","1638,385756","0,000077",0,"0,002138","0,233333"
3191,保陞,大計,Performance,NA,NA,,NA,provinces,NA,1,5,6,1,5,6,14,"0,122775","0,137263","1601,537551","0,000067",0,"0,001567","0,233333"
3055,內記名,大計,Performance,NA,NA,,NA,provinces,NA,1,4,5,1,5,6,14,"0,119352","0,133324","1599,136042","0,000061",0,"0,001469","0,25"
2922,加銜,大計,Performance,NA,NA,,NA,provinces,NA,1,5,6,1,5,6,14,"0,122241","0,135782","1578,131863","0,000063",0,"0,001646","0,266667"
2654,保陞,大計,Performance,NA,NA,,NA,provinces,NA,1,5,6,1,5,6,14,"0,119421","0,13384","1572,054816","0,00008",0,"0,002349","0,266667"
2921,加銜,大計,Performance,NA,NA,,NA,provinces,NA,1,5,6,1,5,6,14,"0,122217","0,135763","1532,8391","0,000061",0,"0,001469","0,266667"
2510,加銜,大計,Performance,NA,NA,,NA,provinces,NA,1,5,6,1,5,6,14,"0,122214","0,13578","1491,272469","0,00008",0,"0,002349","0,233333"
3057,內記名,大計,Performance,NA,NA,,NA,provinces,NA,1,4,5,1,5,6,14,"0,119349","0,133318","1484,264938","0,000067",0,"0,001567","0,25"
2923,加銜,大計,Performance,NA,NA,,NA,provinces,NA,1,5,6,1,5,6,14,"0,122211","0,135746","1416,801329","0,000067",0,"0,001567","0,266667"
2924,加銜,大計,Performance,NA,NA,,NA,provinces,NA,1,5,6,1,5,6,15,"0,11351","0,125803","1414,465084","0,000066",0,"0,001644","0,266667"
2315,珍賞,特恩,Honorific,Performance,NA,,NA,Court,NA,1,3,4,1,4,5,18,"0,107356","0,123867","1408,630952","0,000078",0,"0,002306","0,166667"
2722,議叙,大計,Performance,NA,NA,,NA,provinces,NA,1,5,6,1,5,6,14,"0,126189","0,146222","1400,691659","0,000091",0,"0,002475","0,233333"
2794,議叙,大計,Performance,NA,NA,,NA,provinces,NA,1,5,6,1,5,6,14,"0,126189","0,146222","1400,691659","0,000091",0,"0,002475","0,233333"
2402,議叙,大計,Performance,NA,NA,,NA,provinces,NA,1,6,7,1,6,7,18,"0,106064","0,124393","1318,380952","0,000078",0,"0,002306","0,214286"
2431,議叙,大計,Performance,NA,NA,,NA,provinces,NA,1,6,7,1,6,7,18,"0,106064","0,124393","1318,380952","0,000078",0,"0,002306","0,214286"
2401,議叙,大計,Performance,NA,NA,,NA,provinces,NA,1,6,7,1,6,7,18,"0,100899","0,115107","1318,142857","0,00006",0,"0,001444","0,261905"
2430,議叙,大計,Performance,NA,NA,,NA,provinces,NA,1,6,7,1,6,7,18,"0,100899","0,115107","1318,142857","0,00006",0,"0,001444","0,261905"
2651,保陞,大計,Performance,NA,NA,,NA,provinces,NA,1,5,6,1,5,6,15,"0,12693","0,147221","1183,409859","0,00009",0,"0,002324","0,233333"
2414,議叙,大計,Performance,NA,NA,,NA,provinces,NA,1,5,6,1,5,6,15,"0,124031","0,146119","1155,312767","0,000082",0,"0,002617","0,2"
2443,議叙,大計,Performance,NA,NA,,NA,provinces,NA,1,5,6,1,5,6,15,"0,124031","0,146119","1155,312767","0,000082",0,"0,002617","0,2"
